X,Y,highway,name,bus,public_transport,ref,network,check_date,description,gtfs_agency_id,gtfs_agency_name,gtfs_agency_url,gtfs_description,gtfs_id,gtfs_location_type,gtfs_stop_code,license,wheelchair,shelter,gtfs_parent_station,bench,tactile_paving,route_ref
-105.25447,40.0051211,bus_stop,Adams Cir & Euclid Ave,yes,platform,19404,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,19404,0,19404,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.254753,40.0059831,bus_stop,Adams Cir & Kent St,yes,platform,19402,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,19402,0,19402,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.280558,40.0137751,bus_stop,Arapahoe Ave & 11th St,yes,platform,12197,Regional Transportation District,2017/3/4,Vehicles Travelling Southwest,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling Southwest,12197,0,12197,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.273491,40.0145091,bus_stop,Arapahoe Ave & 16th St,yes,platform,12201,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12201,0,12201,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.272935,40.0146441,bus_stop,Arapahoe Ave & 17th St,yes,platform,12202,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12202,0,12202,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.269778,40.0146531,bus_stop,Arapahoe Ave & 19th St,yes,platform,12203,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12203,0,12203,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.269629,40.0145431,bus_stop,Arapahoe Ave & 19th St,yes,platform,12204,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12204,0,12204,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.267209,40.0146721,bus_stop,Arapahoe Ave & 21st St,yes,platform,12205,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12205,0,12205,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.266645,40.0145511,bus_stop,Arapahoe Ave & 21st St,yes,platform,12206,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12206,0,12206,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.264403,40.0146681,bus_stop,Arapahoe Ave & 23rd St,yes,platform,12207,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12207,0,12207,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.261263,40.0147341,bus_stop,Arapahoe Ave & 28th St,yes,platform,12208,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12208,0,12208,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.25921,40.0145281,bus_stop,Arapahoe Ave & 28th St,yes,platform,12229,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12229,0,12229,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2557089,40.0145107,bus_stop,Arapahoe Ave & 29th St,yes,platform,12209,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12209,0,12209,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2567484,40.014771,bus_stop,Arapahoe Ave & 29th St,yes,platform,12212,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12212,0,12212,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.253143,40.0144851,bus_stop,Arapahoe Ave & 30th St,yes,platform,12214,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12214,0,12214,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.252843,40.0147591,bus_stop,Arapahoe Ave & 30th St,yes,platform,12215,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12215,0,12215,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2498056,40.0145061,bus_stop,Arapahoe Ave & 33rd St,yes,platform,12216,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12216,0,12216,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2505898,40.0147746,bus_stop,Arapahoe Ave & 33rd St,yes,platform,12217,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12217,0,12217,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2470859,40.0147598,bus_stop,Arapahoe Ave & 38th St,yes,platform,12240,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12240,0,12240,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,yes,,,,
-105.2344026,40.0146144,bus_stop,Arapahoe Ave & 48th St,yes,platform,12219,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12219,0,12219,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2354244,40.0148612,bus_stop,Arapahoe Ave & 48th St,yes,platform,12220,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12220,0,12220,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.22462,40.0145151,bus_stop,Arapahoe Ave & 55th St,yes,platform,12221,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12221,0,12221,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.226349,40.0147831,bus_stop,Arapahoe Ave & 55th St,yes,platform,12222,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12222,0,12222,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2090635,40.0145722,bus_stop,Arapahoe Ave & 62nd St,yes,platform,21324,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,21324,0,21324,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2061816,40.0145188,bus_stop,Arapahoe Ave & 63rd St,yes,platform,12223,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12223,0,12223,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2075806,40.0147561,bus_stop,Arapahoe Ave & 63rd St,yes,platform,19343,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,19343,0,19343,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,yes,,
-105.282475,40.0133931,bus_stop,Arapahoe Ave & 9th St,yes,platform,12227,Regional Transportation District,2017/3/4,Vehicles Travelling Southwest,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling Southwest,12227,0,12227,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.277687,40.0143931,bus_stop,Arapahoe Ave & Broadway,yes,platform,12200,Regional Transportation District,2017/3/4,Vehicles Travelling Southwest,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling Southwest,12200,0,12200,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2134439,40.0148548,bus_stop,Arapahoe Ave & Cherryvale Rd,yes,platform,12231,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12231,0,12231,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.212603,40.0146001,bus_stop,Arapahoe Ave & Cherryvale Rd,yes,platform,12232,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12232,0,12232,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.232478,40.0148301,bus_stop,Arapahoe Ave & Commerce St,yes,platform,12233,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12233,0,12233,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.228538,40.0147841,bus_stop,Arapahoe Ave & Conestoga St,yes,platform,19185,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,19185,0,19185,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.227226,40.0145561,bus_stop,Arapahoe Ave & Conestoga St,yes,platform,19387,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,19387,0,19387,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.231506,40.0145731,bus_stop,Arapahoe Ave & Eisenhower Dr,yes,platform,12235,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12235,0,12235,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.262526,40.0145301,bus_stop,Arapahoe Ave & Folsom St,yes,platform,19386,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,19386,0,19386,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2441224,40.0147,bus_stop,Arapahoe Ave & Foothills Pkwy Farside,yes,platform,19186,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,19186,0,19186,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.239768,40.0144961,bus_stop,Arapahoe Ave & Foothills Pkwy Farside,yes,platform,33165,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,33165,0,33165,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2443832,40.0144462,bus_stop,Arapahoe Ave & Foothills Pkwy Nearside,yes,platform,19189,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,19189,0,19189,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2376882,40.01461,bus_stop,Arapahoe Ave & MacArthur Dr,yes,platform,12238,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12238,0,12238,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.237852,40.0148763,bus_stop,Arapahoe Ave & MacArthur Dr,yes,platform,12239,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12239,0,12239,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2461792,40.0144475,bus_stop,Arapahoe Ave & Marine St,yes,platform,12241,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12241,0,12241,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,yes,,
-105.216249,40.0148221,bus_stop,Arapahoe Ave & Old Tale Rd,yes,platform,12243,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12243,0,12243,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.216384,40.0145661,bus_stop,Arapahoe Ave & Old Tale Rd,yes,platform,12244,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12244,0,12244,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.092745,40.0146231,bus_stop,Arapahoe Rd & 111th St,yes,platform,33256,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,33256,0,33256,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.201074,40.0147851,bus_stop,Arapahoe Rd & 65th St,yes,platform,17923,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,17923,0,17923,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.200135,40.0146041,bus_stop,Arapahoe Rd & 65th St,yes,platform,22647,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,22647,0,22647,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.17746,40.0144881,bus_stop,Arapahoe Rd & 75th St,yes,platform,17862,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,17862,0,17862,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.179347,40.0148171,bus_stop,Arapahoe Rd & 75th St,yes,platform,17922,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,17922,0,17922,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.134489,40.0147481,bus_stop,Arapahoe Rd & Cross Creek Dr,yes,platform,22888,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,22888,0,22888,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.133782,40.0145491,bus_stop,Arapahoe Rd & Dagny Way,yes,platform,22889,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,22889,0,22889,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.15944,40.0147161,bus_stop,Arapahoe Rd & East Boulder Trail,yes,platform,33749,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,33749,0,33749,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.160324,40.0145921,bus_stop,Arapahoe Rd & East Boulder Trail,yes,platform,33750,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,33750,0,33750,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.128467,40.0147581,bus_stop,Arapahoe Rd & Forest Park Dr,yes,platform,25171,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,25171,0,25171,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.127756,40.0145461,bus_stop,Arapahoe Rd & Forest Park Dr,yes,platform,25172,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,25172,0,25172,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.086548,40.0147891,bus_stop,Arapahoe Rd & Hawkridge Rd,yes,platform,33250,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,33250,0,33250,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.086019,40.0146741,bus_stop,Arapahoe Rd & Hawkridge Rd,yes,platform,33257,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,33257,0,33257,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.153087,40.0146951,bus_stop,Arapahoe Rd & Marshallville Ditch Rd,yes,platform,22441,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,22441,0,22441,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.153025,40.0145871,bus_stop,Arapahoe Rd & Marshallville Ditch Rd,yes,platform,22442,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,22442,0,22442,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.11584,40.0146601,bus_stop,Arapahoe Rd & N 101st St,yes,platform,21663,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,21663,0,21663,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.115897,40.0147611,bus_stop,Arapahoe Rd & N 101st St,yes,platform,21669,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,21669,0,21669,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.093798,40.0147351,bus_stop,Arapahoe Rd & N 111th St,yes,platform,22545,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,22545,0,22545,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.130645,40.0147741,bus_stop,Arapahoe Rd & N 95th St,yes,platform,33341,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,33341,0,33341,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.130565,40.0145931,bus_stop,Arapahoe Rd & N 95th St,yes,platform,33342,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,33342,0,33342,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.14626,40.0145691,bus_stop,Arapahoe Rd & Park Lake Dr,yes,platform,17863,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,17863,0,17863,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.146756,40.0147011,bus_stop,Arapahoe Rd & Park Lake Dr,yes,platform,17921,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,17921,0,17921,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.104893,40.0147981,bus_stop,Arapahoe Rd & Stonehenge Dr,yes,platform,21667,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,21667,0,21667,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.104614,40.0147081,bus_stop,Arapahoe Rd & Stonehenge Dr,yes,platform,33465,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,33465,0,33465,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.099625,40.0150981,bus_stop,Arapahoe Rd & US 287,yes,platform,21423,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,21423,0,21423,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.100497,40.0153841,bus_stop,Arapahoe Rd & US 287,yes,platform,21670,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,21670,0,21670,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.186406,40.0145761,bus_stop,Arapahoe Rd & Valtec Ln,yes,platform,20364,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,20364,0,20364,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.187302,40.0146731,bus_stop,Arapahoe Rd & Valtec Ln,yes,platform,22427,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,22427,0,22427,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.140698,40.0145411,bus_stop,Arapahoe Rd & Wicklow St,yes,platform,17864,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,17864,0,17864,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.140721,40.0147111,bus_stop,Arapahoe Rd & Wicklow St,yes,platform,17920,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,17920,0,17920,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.166625,40.0146881,bus_stop,Arapahoe Rd & Willow Creek Dr,yes,platform,20359,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,20359,0,20359,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.166503,40.0145851,bus_stop,Arapahoe Rd & Willow Creek Dr,yes,platform,20365,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,20365,0,20365,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.122161,40.0146191,bus_stop,Arapahoe Rd & Yarrow St,yes,platform,23004,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,23004,0,23004,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.122346,40.0147911,bus_stop,Arapahoe Rd & Yarrow St,yes,platform,23005,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,23005,0,23005,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.105145,40.0014041,bus_stop,Aspen Ridge Dr & Black Diamond Dr,yes,platform,34416,Regional Transportation District,2017/3/4,Vehicles Travelling North,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling North,34416,0,34416,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.105314,40.0014421,bus_stop,Aspen Ridge Dr & Black Diamond Dr,yes,platform,34417,Regional Transportation District,2017/3/4,Vehicles Travelling South,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling South,34417,0,34417,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.106463,40.0034331,bus_stop,Aspen Ridge Dr & Diamond Cir,yes,platform,34391,Regional Transportation District,2017/3/4,Vehicles Travelling South,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling South,34391,0,34391,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.25263,40.0036671,bus_stop,Aurora Ave & 30th St,yes,platform,12309,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12309,0,12309,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.249848,40.0036741,bus_stop,Aurora Ave & 33rd St,yes,platform,12310,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12310,0,12310,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.250799,40.0037851,bus_stop,Aurora Ave & 33rd St,yes,platform,12317,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12317,0,12317,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.246995,40.0036791,bus_stop,Aurora Ave & 36th St,yes,platform,12311,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12311,0,12311,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,no,,no,,
-105.247894,40.0037881,bus_stop,Aurora Ave & 36th St,yes,platform,12312,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12312,0,12312,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,no,,no,,
-105.244134,40.0036851,bus_stop,Aurora Ave & 39th St,yes,platform,12313,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12313,0,12313,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.244048,40.0038111,bus_stop,Aurora Ave & Gilpin Dr,yes,platform,12315,Regional Transportation District,2017/3/4,Vehicles Travelling Southeast,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling Southeast,12315,0,12315,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.223052,40.0001631,bus_stop,Baseline & Meadow Glen Dr,yes,platform,22809,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,22809,0,22809,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.221884,40.0000591,bus_stop,Baseline & Meadow Glen Dr,yes,platform,22811,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,22811,0,22811,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2561138,40,bus_stop,Baseline Rd & 29th St,yes,platform,12340,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12340,0,12340,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.2538836,40.0001304,bus_stop,Baseline Rd & 30th St,yes,platform,12341,Regional Transportation District,2017/3/4,Vehicles Travelling West,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling West,12341,0,12341,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
-105.252413,39.9998651,bus_stop,Baseline Rd & 30th St,yes,platform,12342,Regional Transportation District,2017/3/4,Vehicles Travelling East,RTD,Regional Transportation District,http://rtd-denver.com,Vehicles Travelling East,12342,0,12342,http://www.rtd-denver.com/Developer-licenseagreement.shtml,yes,,,,,
